DATE,ABB,ACC,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJAUTO,BAJAJFINSV,BAJFINANCE,BANKBARODA,BEL,BHARTIARTL,BHEL,BOSCHLTD,BPCL,BRITANNIA,CAIRN,CIPLA,COALINDIA,DIVISLAB,DLF,DRREDDY,EICHERMOT,ETERNAL,GAIL,GLAXO,GRASIM,HCLTECH,HDFC,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,IBULHSGFIN,ICICIBANK,IDEA,IDFC,INDUSINDBK,INFRATEL,INFY,IOC,ITC,JINDALSTEL,JIOFIN,JPASSOCIAT,JSWSTEEL,KOTAKBANK,LT,LTIM,LUPIN,M&M,MARUTI,MCDOWELL-N,NATIONALUM,NESTLEIND,NMDC,NTPC,ONGC,PNB,POWERGRID,RANBAXY,RCOM,RELCAPITAL,RELIANCE,RELINFRA,RPL,RPOWER,SAIL,SATYAMCOMP,SBILIFE,SBIN,SESAGOA,SHREECEM,SHRIRAMFIN,SIEMENS,STER,SUNPHARMA,SUZLON,TATACOMM,TATACONSUM,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,UNITECH,UPL,VEDL,VSNL,WIPRO,YESBANK,ZEEL
2015-12-31,0,0.45009,0,0.83017,0.55011,0,1.41028,0,2.65053,1.22024,0,0,0.5201,0,1.66033,0.54011,0.60012,0.81016,0,0.28006,1.16023,1.4903,0,0,1.39028,0,0,0.61012,0,0.84017,1.68034,7.03141,7.55151,0,1.16023,0.38008,0,2.16043,0,5.36107,0.57011,0,1.66033,0,7.78156,0,6.4913,0,0,0,0,2.61052,3.68074,0,1.56031,2.07041,2.16043,0,0,0,0,1.06021,1.53031,0.30006,1.10022,0,0,0,5.91118,0,0,0,0,0,0,2.45049,0,0,0,0,0,3.15063,0,0,0,2.67053,0.43009,0.61012,4.43089,1.13023,0,0,1.0002,0,0,0.35007,0,1.27025,0.84017,0.84017
2016-01-31,0,0.43004,0,0.71007,0.56006,0,1.46015,0,2.54025,1.18012,0,0,0.44004,0,1.48015,0.46005,0.59006,0.85009,0,0.26003,1.10011,1.52015,0,0,1.46015,0,0,0.63006,0,0.80008,1.78018,6.90069,7.70077,0,1.16012,0.34003,0,2.15022,0,4.9505,0.43004,0,1.68017,0,8.61084,0,6.67067,0,0,0,0,2.61026,3.34033,0,1.53015,2.11021,2.0102,0,0,0,0,1.09011,1.50015,0.25003,1.21012,0,0,0,6.33063,0,0,0,0,0,0,2.06021,0,0,0,0,0,3.52035,0,0,0,2.41024,0.40004,0.62006,4.56046,1.14011,0,0,1.08011,0,0,0.29003,0,1.34013,0.90009,0.85009
2016-02-29,0,0.45,0,0.72,0.58,0,1.53,0,2.51,1.22,0,0,0.5,0,1.72,0.33,0.61,0.8,0,0.27,1.04,1.57,0,0,1.53,0,0,0.57,0,0.86,1.84,6.7,7.67,0,1.26,0.35,0,2.37,0,4.42,0.47,0,1.62,0,8.67,0,6.66,0,0,0,0,2.59,3.53,0,1.68,2.26,1.72,0,0,0,0,0.99,1.4,0.21,1.14,0,0,0,6.39,0,0,0,0,0,0,1.97,0,0,0,0,0,3.7,0,0,0,2.32,0.42,0.67,4.64,1.03,0,0,1.13,0,0,0.31,0,1.34,0.9,0.82
2016-04-01,0,0.47009,0,0.80016,0.65013,0,1.40028,0.68014,2.65053,1.20024,0,0,0.5001,0,1.71034,0.37007,0.68014,0.84017,0,0,0.92018,1.32026,0,0,1.37027,0.75015,0,0.60012,0,0.88018,1.65033,6.25125,7.55151,0,1.33027,0.41008,0,2.22044,0,4.92098,0.44009,0,1.69034,8.72174,6.61132,0,2.5005,0,0,0,0,3.57071,1.26025,0,2.0004,1.77035,1.14023,0,0,0,0,1.38028,0.23007,0,1.09022,0,0,0,6.18124,0,0,0,0,0,0,2.16043,0,0,0,0,0,3.18064,0,0,0,2.68054,0.42008,0.76015,4.80096,1.05021,0,0,1.17023,0,0,0,0,1.30026,1.0102,0.75015
2016-04-30,0,0.47,0,0.76,0.6,0,1.36,0.71,2.75,1.21,0,0,0.52,0,1.72,0.4,0.62,0.89,0,0,0.95,1.27,0,0,1.36,0.85,0,0.59,0,0.92,1.48,6,7.79,0,1.27,0.43,0,2.16,0,4.81,0.46,0,1.78,0.69,8.42,0,6.38,0,0,0,0,2.57,3.59,0,1.34,2.13,1.76,0,0,0,0,1.2,1.36,0,1.1,0,0,0,5.67,0,0,0,0,0,0,2.05,0,0,0,0,0,3.07,0,0,0,3.28,0.45,0.82,4.71,1.05,0,0,1.12,0,0,0,0,1.24,1.08,0.79
2016-05-31,0,0.47,0,0.76,0.6,0,1.36,0.71,2.75,1.21,0,0,0.52,0,1.72,0.4,0.62,0.89,0,0,0.95,1.27,0,0,1.36,0.85,0,0.59,0,0.92,1.48,6,7.79,0,1.27,0.43,0,2.16,0,4.81,0.46,0,1.78,0.69,8.42,0,6.38,0,0,0,0,2.57,3.59,0,1.34,2.13,1.76,0,0,0,0,1.2,1.36,0,1.1,0,0,0,5.67,0,0,0,0,0,0,2.05,0,0,0,0,0,3.07,0,0,0,3.28,0.45,0.82,4.71,1.05,0,0,1.12,0,0,0,0,1.24,1.08,0.79
2016-06-30,0,0.5,0,0.62,0.65,0,1.49,0.66,2.94,1.21,0,0,0.48,0,1.6,0.38,0.68,0.92,0,0,0.84,1.3,0,0,1.41,0.77,0,0.6,0,0.99,1.36,6.53,7.75,0,1.32,0.52,0,2.12,0,4.61,0.39,0,1.79,0.6,7.72,0,6.84,0,0,0,0,2.68,4.05,0,1.21,2.2,1.84,0,0,0,0,1.27,1.28,0,1.18,0,0,0,5.28,0,0,0,0,0,0,2.24,0,0,0,0,0,2.73,0,0,0,3.41,0.44,0.71,4.48,1.04,0,0,1.17,0,0,0,0,1.18,1.2,0.82
2016-07-31,0,0.5001,0,0.67013,0.67013,0,1.59032,0.67013,2.89058,1.16023,0,0,0.45009,0,1.5103,0.42008,0.72014,0.9802,0,0,0.84017,1.31026,0,0,1.17023,0.87017,0,0.57011,0,1.0002,1.34027,6.87137,7.88158,0,1.27025,0.54011,0,2.08042,0,4.84097,0.37012,0,1.82036,0.66013,6.79136,0,6.75135,0,0,0,0,2.57051,4.04081,0,1.31026,2.16043,2.0004,0,0,0,0,1.24025,1.25025,0,1.22024,0,0,0,5.31106,0,0,0,0,0,0,2.25045,0,0,0,0,0,2.84057,0,0,0,3.60072,0.41008,0.75015,4.41088,0.96019,0,0,1.23025,0,0,0,0,1.11022,1.26025,0.86017
2016-08-31,0,0.49995,0,0.72993,0.66993,0,1.61984,0.65993,3.08969,1.24988,0,0,0.47995,0,1.34987,0.38996,0.67993,0.9699,0,0,0.89991,1.29987,0,0,1.20988,0.93991,0,0.55994,0,0.92991,1.35986,6.88931,8.01918,0,1.39986,0.62994,0,2.0298,0,4.64954,0.35996,0,1.81982,0.57994,6.40936,0,6.81932,0,0,0,0,2.88971,3.83962,0,1.09989,2.06979,2.07979,0,0,0,0,1.21988,1.30987,0,1.24988,0,0,0,5.42946,0,0,0,0,0,0,2.42976,0,0,0,0,0,2.59974,0,0,0,3.75962,0.43996,0.76992,4.13959,0.89991,0,0,1.29987,0,0,0,0,0.9799,1.38986,0.90991
2016-09-30,0,0.46991,0,0.71986,0.61988,0,1.64967,0.72985,2.85943,1.21976,0,0,0.4999,0,1.30974,0.38992,0.65987,1.0098,0,0,0.92981,1.28974,0,0,1.23975,1.04979,0,0.55989,0,0.9798,1.42971,6.96861,8.06836,0,1.37972,0.61988,0,1.95961,0,4.62907,0.30994,0,1.86963,0.60988,6.53869,0,6.44871,0,0,0,0,2.83943,3.70926,0,1.11978,2.06959,2.29954,0,0,0,0,1.15977,1.45971,0,1.22975,0,0,0,5.65887,0,0,0,0,0,0,2.46951,0,0,0,0,0,2.53949,0,0,0,3.80924,0.42991,0.78984,4.08918,0.81984,0,0,1.26975,0,0,0,0,0.96981,1.29974,0.94981
2016-10-31,0,0.44996,0,0.85991,0.58994,0,1.52985,0.68993,2.56974,1.20988,0,0,0.45995,0,1.32987,0.39996,0.62994,1.09989,0,0,0.91991,1.29987,0,0,1.31987,1.0099,0,0.63994,0,0.9899,1.36986,6.87931,7.92919,0,1.34987,0.59994,0,1.88981,0,5.07949,0.30997,0,1.86981,0.57994,6.31937,0,6.44936,0,0,0,0,2.9897,3.81962,0,1.13989,1.93981,2.46975,0,0,0,0,1.17988,1.63984,0,1.20988,0,0,0,5.47945,0,0,0,0,0,0,2.51975,0,0,0,0,0,2.55974,0,0,0,3.79962,0.44996,0.85991,4.0096,0.85991,0,0,1.29987,0,0,0,0,0.93991,1.30987,0.89991
2016-11-30,0,0.41996,0,0.77992,0.53995,0,1.43986,0.65993,2.62974,1.20988,0,0,0.50995,0,1.40986,0.38996,0.61994,1.10989,0,0,0.94991,1.28987,0,0,1.31987,0.94991,0,0.65993,0,0.92991,1.49985,6.60934,7.97914,0,1.33987,0.73993,0,1.9898,0,5.09949,0.31997,0,1.79982,0.65993,6.43936,0,6.50935,0,0,0,0,2.9797,3.74963,0,1.18988,1.81982,2.30977,0,0,0,0,1.32987,1.70983,0,1.38986,0,0,0,5.40946,0,0,0,0,0,0,2.64974,0,0,0,0,0,2.53975,0,0,0,3.42966,0.43996,0.91991,3.9996,0.9999,0,0,1.23988,0,0,0,0,0.9899,1.27987,0.81992
2016-12-31,0,0.41004,0,0.76008,0.53005,0,1.33013,0.60006,2.53025,1.19012,0,0,0.48005,0,1.34013,0.36004,0.64006,1.10011,0,0,0.9601,1.26013,0,0,1.27013,0.9601,0,0.68007,0,0.92009,1.55016,6.64066,8.06078,0,1.29013,0.66007,0,1.9602,0,4.93049,0.31003,0,1.84018,0.61006,6.70067,0,6.80068,0,0,0,0,2.85029,3.67037,0,1.18012,1.83018,2.35024,0,0,0,0,1.35014,1.71017,0,1.34013,0,0,0,5.94059,0,0,0,0,0,0,2.58026,0,0,0,0,0,2.26023,0,0,0,3.53035,0.46005,0.87009,4.18042,1.0101,0,0,1.12011,0,0,0,0,1.0101,1.26013,0.82008
2017-01-31,0,0.42021,0,0.7904,0.56028,0,1.3907,0.58029,2.51126,1.22061,0,0,0.49025,0,1.46073,0.3902,0.64032,1.13057,0,0,0.92046,1.24062,0,0,1.1906,0.97049,0,0.70035,0,0.93047,1.45073,6.87344,8.224,0,1.29065,0.77039,0,1.94097,0,4.97249,0.44022,0,1.991,0.49025,5.89295,0,6.94347,0,0,0,0,2.93147,3.76188,0,1.12056,1.83092,2.49125,0,0,0,0,1.35068,1.73087,0,1.44072,0,0,0,5.48274,0,0,0,0,0,0,2.56128,0,0,0,0,0,2.17109,0,0,0,3.75188,0.46023,0.98049,3.76188,0.89045,0,0,1.22061,0,0,0,0,0.93047,1.46073,0.85043
2017-02-28,0,0.36007,0,0.74015,0.5201,0,1.41028,0.58012,2.63053,1.15023,0,0,0.4801,0,1.47029,0.45009,0.60012,1.07021,0,0,0.90018,1.28026,0,0,1.05021,0.9802,0,0.76015,0,0.97019,1.45029,6.64133,8.59172,0,1.23025,0.72014,0,1.89038,0,4.92098,0.43009,0,2.0204,0.45009,6.18124,0,6.80136,0,0,0,0,2.93059,3.69074,0,1.08022,1.87037,2.41048,0,0,0,0,1.23025,1.67033,0,1.29026,0,0,0,6.26125,0,0,0,0,0,0,2.62052,0,0,0,0,0,2.29046,0,0,0,3.05061,0.46009,0.9902,4.0108,0.95019,0,0,1.20024,0,0,0,0,0.94019,1.47029,0.85017
2017-04-01,0,0.36,0,0.8,0.51,0,1.41,0.55,2.43,1.11,0,0,0.48,0,1.35,0,0.61,0.99,0,0,0.88,1.11,0,0,0.93,1,0,0.71,0,0.99,1.44,6.96,8.51,0,1.2,0.73,0,1.9,0.94,4.71,0,0,2.09,0.49,5.96,1.15,6.95,0,0,0,0,3.05,3.77,0,1.01,1.75,2.33,0,0,0,0,1.2,1.53,0,1.27,0,0,0,6.38,0,0,0,0,0,0,2.73,0,0,0,0,0,2.22,0,0,0,2.97,0.48,0.94,3.78,0.83,0,0,1.21,0,0,0,0,0.95,1.49,0.86
2017-04-30,0,0.38996,0,0.75992,0.51995,0,1.44986,0.48995,2.48975,1.11989,0,0,0.50995,0,1.34987,0,0.59994,1.07989,0,0,0.80992,1.0399,0,0,0.89991,0.9999,0,0.77992,0,1.06989,1.31987,6.9993,8.97908,0,1.21988,0.82992,0,1.91981,0.93991,4.65953,0,0,2.07979,0.52995,5.26947,1.28987,6.77932,0,0,0,0,3.09969,4.11959,0,0.91991,1.78982,2.48975,0,0,0,0,1.16988,1.50985,0,1.30987,0,0,0,6.62934,0,0,0,0,0,0,2.64974,0,0,0,0,0,2.0298,0,0,0,2.87971,0.43996,0.85991,3.46965,0.74993,0,0,1.26987,0,0,0,0,0.89991,1.70983,0.82992
2017-05-29,0,0.38978,0,0.75954,0.51969,0,1.44913,0.48971,2.48851,1.11933,0,0,0.50969,0,1.34919,0,0.59964,1.07935,0,0,0.80951,1.03938,0,0,0.89946,0.9994,0,0.77953,0,0,1.31921,6.98581,8.96462,0,1.21927,0.8295,0,1.91885,0.93944,4.64721,0,0,2.07875,0.52968,5.25685,1.28923,6.76594,0,0,0,0,3.09814,4.11753,0,0.91945,1.78893,2.48851,0,0,0,0,1.1693,1.50909,0,1.30921,0,0,0,6.61603,0,0,0,0,0,0,2.64841,0,0,0,0,0,2.02878,0,0,0,2.87827,0.43974,0.85948,3.46792,0.74955,0,0,1.26924,0,0,1.17929,0,0.89946,1.70897,0.8295
2017-06-30,0,0.37007,0,0.81016,0.5001,0,1.38028,0.53011,2.45049,1.05021,0,0,0.42008,0,1.39028,0,0.59012,0.92018,0,0,0.78016,0.88018,0,0,0.90018,1.0002,0,0.65013,0,0,1.35027,7.13143,9.30185,0,1.33027,0.77015,0,2.14043,0.96019,5.17103,0,0,2.06041,0.73015,5.19104,1.09022,7.65153,0,0,0,0,3.23065,3.85077,0,0.70014,1.75035,2.67053,0,0,0,0,1.09022,1.23025,0,1.29026,0,0,0,6.36127,0,0,0,0,0,0,2.82056,0,0,0,0,0,1.70034,0,0,0,2.63053,0.41008,1.0202,3.4907,0.66013,0,0,1.15023,0,0,1.29026,0,0.91018,1.4903,0.75015
2017-07-31,0,0.37993,0,0.83983,0.5099,0,1.36973,0.52989,2.31954,0.9998,0,0,0.40992,0,1.44971,0,0.57988,0.96981,0,0,0.74985,0.84983,0,0,0.75985,1.04979,0,0.63987,0,0,1.33973,7.45851,9.4881,0,1.24975,0.83983,0,2.16957,0.9898,5.08898,0,0,2.16957,0.73985,5.29894,0.9798,6.36873,0,0,0,0,3.25935,3.85923,0,0.64987,1.71966,2.69946,0,0,0,0,1.06979,1.25975,0,1.28974,0,0,0,7.02859,0,0,0,0,0,0,3.03939,0,0,0,0,0,1.53969,0,0,0,2.53949,0.38992,0.9998,3.4793,0.62987,0,0,1.10978,0,0,1.36973,0,0.95981,1.73965,0.77984
2017-08-31,0,0.41004,0,0.85009,0.55006,0,1.40014,0.54005,2.27023,1.0201,0,0,0.35004,0,1.50015,0,0.54005,1.10011,0,0,0.77008,0.83008,0,0,0.65007,1.12011,0,0.65007,0,0,1.32013,7.53075,9.60095,0,1.38014,0.93009,0,2.32023,1.05011,5.09051,0,0,2.22022,0.70007,4.88049,1.24012,6.40064,0,0,0,0,3.16032,3.73037,0,0.63006,1.67017,2.73027,0,0,0,0,1.11011,1.18012,0,1.28013,0,0,0,7.05071,0,0,0,0,0,0,2.75028,0,0,0,0,0,1.42014,0,0,0,2.18022,0.38004,1.14011,3.54035,0.71007,0,0,1.11011,0,0,1.53015,0,1.0101,1.71017,0.76008
2017-10-03,0,0,0,0.79024,0.52016,0,1.35041,0.52016,2.30069,1.12034,0,1.15035,0,0,1.36041,0,0.50015,0.98029,0,0,0.79024,0.94028,0,0,0.75023,1.10033,0,0.71021,0,0,1.29039,7.37221,9.77291,0,1.30039,0.93028,0.85026,2.23067,1.03031,4.71141,0,0,2.27068,0.74022,4.77143,1.08032,5.84175,0,0,0,0,3.54106,3.74112,0,0.64019,1.55047,2.81084,0,0,0,0,1.36041,1.28038,0,1.23037,0,0,0,6.87206,0,0,0,0,0,0,2.50075,0,0,0,0,0,1.47044,0,0,0,2.0006,0,1.16035,3.22097,0.76023,0,0,1.07032,0,0.76023,1.55047,0,0.94028,1.70051,0.76023
2017-10-31,0,0,0,0.85017,0.5201,0,1.34027,0.54011,2.24045,1.11022,0,1.07021,0,0,1.65033,0,0.4801,1.06021,0,0,0.80016,0.94019,0,0,0.74015,1.08022,0,0.75015,0,0,1.20024,6.84137,9.27183,0,1.26025,0.9802,0.84017,2.22044,1.0102,4.84097,0,0,2.08042,0.78016,4.63093,1.06021,5.69114,0,0,0,0,3.43069,3.79076,0,0.62012,1.57031,2.74055,0,0,0,0,1.39028,1.36027,0,1.17023,0,0,0,7.84157,0,0,0,0,0,0,2.85057,0,0,0,0,0,1.53031,0,0,0,2.0204,0,1.19024,3.28066,0.76015,0,0,1.15023,0,0.73015,1.55031,0,0.94019,1.45029,0.75015
2017-11-30,0,0,0,0.80008,0.49005,0,1.31013,0.49005,2.32023,1.14011,0,1.0401,0,0,1.66017,0,0.47005,1.0001,0,0,0.77008,0.91009,0,0,0.70007,1.0101,0,0.76008,0,0,1.20012,6.79068,9.60094,0,1.20012,0.89009,0.79008,2.31023,0.9901,5.0105,0,0,2.15022,0.69007,4.9605,1.0201,5.55056,0,0,0,0,3.39034,3.81038,0,0.50005,1.66017,2.90029,0,0,0,0,1.40014,1.30013,0,1.15012,0,0,0,7.77078,0,0,0,0,0,0,3.0203,0,0,0,0,0,1.51015,0,0,0,1.93019,0,1.18012,3.33033,0.78008,0,0,1.11011,0,0.68007,1.39014,0,0.94009,1.43014,0.79008
2017-12-31,0,0,0,0.76015,0.4901,0,1.28026,0.4801,2.36047,1.11022,0,1.0202,0,0,1.72034,0,0.45013,0.9902,0,0,0.76015,0.84017,0,0,0.72014,1.0002,0,0.79016,0,0,1.22024,6.71134,9.41188,0,1.21024,0.9802,0.77015,2.40048,0.95019,4.96099,0,0,2.06041,0.72014,5.12102,0.97019,5.5211,0,0,0,0,3.31066,3.81076,0,0.5201,1.72034,3.18064,0,0,0,0,1.33027,1.35027,0,1.08022,0,0,0,7.80156,0,0,0,0,0,0,2.83057,0,0,0,0,0,1.55031,0,0,0,1.96039,0,1.21024,3.30066,0.77015,0,0,1.11022,0,0.69014,1.5103,0,0.9802,1.42028,0.78016
2018-01-31,0,0,0,0.77008,0.45005,0,1.20012,0.42005,2.22022,1.07011,0,0.93009,0,0,1.36014,0,0.42004,0.90009,0,0,0.71007,0.92009,0,0,0.63006,0.84008,0,0.72007,0,0,1.29013,7.34073,9.64096,0,1.13011,0.88009,0.70007,2.30023,1.06011,5.33053,0,0,2.10021,0.64006,5.40054,1.0001,5.44054,0,0,0,0,3.47035,4.10041,0,0.50005,1.67017,2.9703,0,0,0,0,1.22012,1.35014,0,1.0001,0,0,0,7.79078,0,0,0,0,0,0,2.73027,0,0,0,0,0,1.50015,0,0,0,1.74017,0,1.29013,3.64036,0.90009,0,0,1.07011,0,0.65007,1.49015,0,0.81008,1.53015,0.76008
2018-02-28,0,0,0,0.76992,0.45995,0,1.23988,0.42996,2.07979,1.0099,0,0.9599,0,0,1.39986,0,0.41997,0.82992,0,0,0.73993,0.9999,0,0,0.66993,0.89991,0,0.72993,0,0,1.28987,7.12929,9.51905,0,1.14989,0.87991,0.69993,2.31977,0.9999,4.9695,0,0,2.11979,0.66993,5.78942,0.9599,5.58944,0,0,0,0,3.58964,4.0096,0,0.48995,1.67983,2.90971,0,0,0,0,1.22988,1.30987,0,1.06989,0,0,0,8.12919,0,0,0,0,0,0,2.45975,0,0,0,0,0,1.45985,0,0,0,1.68983,0,1.28987,3.72963,0.94991,0,0,1.06989,0,0.65993,1.50985,0,0.81992,1.45985,0.75992
2018-04-01,0,0,0,0.69993,0,0,1.27987,0,0.39996,2.06979,0.94991,1.05989,0,0,1.33987,0,0,0.41996,0,0,0.84992,0.70993,0,0,0.93991,0.64994,0,0.9599,0,0.71993,1.36986,7.42926,9.81899,0,1.16988,0.79992,0.65993,2.42976,1.0199,4.54955,0,0,2.33977,0.66993,5.76942,0.90991,5.55944,0,0,0,0,3.55964,4.11959,0,0.44996,1.75982,2.9997,0,0,0,0,1.31987,1.27987,0,1.07989,0,0,0,7.74923,0,0,0,0,0,0,2.36976,0,0,0,0,0,1.38986,0,0,0,1.53985,0,1.12989,3.60964,1.0099,0.9999,0,1.0499,0,0.67993,1.30987,0,0.80992,1.42986,0.80992
2018-04-30,0,0,0,0.67986,0,0,1.27974,0,2.09958,0.94981,0.77984,1.06979,0,0,1.27974,0,0,0.71986,0,0,0.72985,0.87982,0,0,0.59988,0.9898,0,0.67986,0,1.0198,1.38972,7.45851,9.41812,0,1.14977,0.80984,0.53989,2.54949,0.9998,4.31914,0,0,2.28954,0.62987,5.38892,0.81984,5.67886,0,0,0,0,3.81924,4.08918,0,0.45993,1.92961,2.76945,0,0,0,0,1.27974,1.20976,0,1.10978,0,0,0,7.85843,0,0,0,0,0,0,2.15957,0,0,0,0,0,1.37972,0,0,0,1.4897,0,1.08978,4.15917,0.9898,0.96981,0,1.0098,0,0.62987,1.30974,0,0.74985,1.57968,0.75985
2018-05-31,0,0,0,0.66026,0,0,1.32053,0,2.10084,0.92037,0.82033,1.18047,0,0,1.23049,0,0,0.71028,0,0,0.73029,0.84034,0,0,0.61024,0.95038,0,0.70028,0,0.98039,1.31052,7.37295,9.73389,0,1.10044,0.79032,0.5102,2.64106,0.96038,4.29172,0,0,2.30092,0.61024,5.58223,0.81032,5.59224,0,0,0,0,3.95158,3.91156,0,0.4702,1.95078,2.78111,0,0,0,0,1.22049,1.14046,0,1.04042,0,0,0,8.11325,0,0,0,0,0,0,2.2409,0,0,0,0,0,1.41056,0,0,0,1.33053,0,1.05042,4.37175,0.98039,0.92037,0,0.9904,0,0.59024,1.17047,0,0.73029,1.54062,0.73029
2018-06-30,0,0,0,0.61975,0,0,1.34946,0,2.07917,0.89964,0.82967,1.28948,0,0,1.18952,0,0,0.68972,0,0,0.7397,0.80968,0,0,0.63974,0.91963,0,0.70972,0,0.93962,1.21951,7.27709,10.2459,0,1.06957,0.79968,0.45987,2.76889,0.88964,4.18832,0,0,2.32907,0.59976,5.86765,0.78968,5.37785,0,0,0,0,4.2383,3.71851,0,0.5098,1.97921,2.76889,0,0,0,0,1.17953,1.05958,0,0.9896,0,0,0,8.07677,0,0,0,0,0,0,2.29908,0,0,0,0,0,1.46941,0,0,0,1.17953,0,1.0096,4.67813,0.96961,0.86965,0,0.93962,0,0.53978,1.03958,0,0.69972,1.47941,0.71971
2018-07-31,0,0,0,0.63006,0,0,1.46015,0,2.11021,0.82008,0.94009,1.43014,0,0,1.15012,0,0,0.68007,0,0,0.73007,0.76008,0,0,0.57006,0.85009,0,0.74007,0,0.90009,1.20012,7.18072,10.00095,0,0.9501,0.69007,0.47005,2.76028,0.9501,4.36044,0,0,2.27023,0.54005,5.78058,0.78008,5.67057,0,0,0,0,3.89039,3.58036,0,0.44004,1.9502,2.82028,0,0,0,0,1.08011,1.0401,0,0.91009,0,0,0,9.29093,0,0,0,0,0,0,2.45025,0,0,0,0,0,1.40014,0,0,0,1.09011,0,0.9501,4.64046,0.9501,0.85009,0,0.9801,0,0.53005,0.92009,0,0.70007,1.51015,0.65007
2018-08-31,0,0,0,0.58017,0,0,1.3404,0,2.42073,0.81024,0.88026,1.47044,0,0,1.10033,0,0,0.61018,0,0,0.73022,0.81024,0,0,0.6502,0.83025,0,0.71021,0,0.91027,1.26038,6.77203,9.19276,0,0.92028,0.75023,0.41013,2.76083,0.90027,4.78143,0,0,2.11063,0.53016,5.94178,0.72022,5.92178,0,0,0,0,3.72112,3.6611,0,0.48014,1.95059,2.62079,0,0,0,0,1.17035,1.10033,0,0.98029,0,0,0,9.46284,0,0,0,0,0,0,2.52076,0,0,0,0,0,1.56047,0,0,0,1.07032,0,0.98029,4.83145,1.04031,0.81024,0,1.0103,0,0.57017,0.92028,0,0.74022,1.37041,0.60018
2018-10-01,0,0,0,0.59018,0,0,1.3404,0,2.50075,0.84025,0.83025,1.18035,0,0,1.03031,0,0,0.6702,0,0,0.76023,0.83025,0,0,0.70021,0.76023,0,0.78023,0,0.93028,1.39042,6.55197,9.88296,0,0.87026,0.77023,0.43014,2.64079,0.6502,4.51135,0,0,1.98059,0.51015,6.37191,0.75023,5.85176,0,0,0,0.91027,3.50105,3.60108,0,0,1.84055,2.24067,0,0,0,0,1.20036,1.15035,0,1.0003,0,0,0,9.89297,0,0,0,0,0,0,2.29069,0,0,0,0,0,1.58047,0,0,0,0.95029,0,1.0103,5.38161,1.07032,0.77023,0,0.97029,0,0.56017,0.9903,0,0.84025,0.78023,0.56017
2018-10-31,0,0,0,0.60994,0,0,1.33987,0,2.48975,0.84992,0.78992,1.35986,0,0,0.92991,0,0,0.51995,0,0,0.76992,0.87991,0,0,0.73993,0.71993,0,0.81992,0,0.78992,1.41986,6.94931,9.90895,0,0.86991,0.77992,0.39996,2.79972,0.66993,5.51945,0,0,1.75982,0.54995,6.29937,0.70993,5.79942,0,0,0,0.84992,3.60964,3.86961,0,0,1.72983,2.12979,0,0,0,0,1.20988,1.0499,0,1.0299,0,0,0,8.77912,0,0,0,0,0,0,2.54975,0,0,0,0,0,1.54985,0,0,0,0.79992,0,1.0099,5.0195,1.12989,0.84992,0,0.87991,0,0.59994,0.94991,0,0.90991,0.83992,0.60994
2018-11-30,0,0,0,0.66026,0,0,1.40056,0,2.56102,0.86034,0.84034,1.39056,0,0,0.95038,0,0,0.59024,0,0,0.63025,0.77031,0,0,0.7603,0.7403,0,0.71028,0,0.79032,1.31052,7.47299,10.54422,0,0.92037,0.7603,0.40019,2.89116,0.55022,5.28211,0,0,1.93077,0.5002,5.86234,0.66026,5.65226,0,0,0,0.7503,3.80152,4.08163,0,0,1.70068,2.35094,0,0,0,0,1.02041,0.91036,0,0.96038,0,0,0,9.23369,0,0,0,0,0,0,2.46098,0,0,0,0,0,1.2605,0,0,0,0.73029,0,0.92037,4.87195,1.02041,0.89036,0,0.96038,0,0.64026,0.84034,0,0.85034,0.72029,0.63025
2018-12-31,0,0,0,0.70028,0,0,1.42057,0,2.53101,0.85034,0.90036,1.44058,0,0,0.95038,0,0,0.67027,0,0,0.61024,0.93037,0,0,0.73029,0.7403,0,0.7503,0,0.7503,1.2405,7.46299,10.48419,0,0.93037,0.7603,0.4402,2.9912,0.65026,5.34214,0,0,1.88075,0.5102,5.7623,0.77031,5.55222,0,0,0,0.72029,3.86154,4.08163,0,0,1.72069,2.28091,0,0,0,0,1.16046,1.06042,0,1.05042,0,0,0,8.83353,0,0,0,0,0,0,2.55102,0,0,0,0,0,1.09044,0,0,0,0.72029,0,0.90036,4.58183,1.04042,0.89036,0,0.96038,0,0.64026,0.86034,0,0.86034,0.77031,0.61024
2019-01-31,0,0,0,0.62,0,0,1.47,0,2.96,0.8,0.85,1.41,0,0,0.93,0,0,0.64,0,0,0.61,0.87,0,0,0.76,0.61,0,0.69,0,0.66,1.29,7.31,10.31,0,0.78,0.7,0.4,2.91,0.51,5.42,0,0,1.78,0.57,6.57,0.77,5.51,0,0,0,0.64,3.87,3.74,0,0,1.46,2.04,0,0,0,0,1.09,1,0,1,0,0,0,9.69,0,0,0,0,0,0,2.54,0,0,0,0,0,1.08,0,0,0,0.76,0,0.83,4.88,1.06,0.96,0,0.85,0,0.67,0.85,0,0.96,0.83,0.49
