rebal_date,umap_x,umap_y,regime
2022-02-03,9.008074,5.7083898,1
2022-02-10,9.050188,5.772631,1
2022-02-17,7.871246,5.6730194,1
2022-02-24,7.8643947,5.5310955,1
2022-03-04,3.9551392,1.8707194,0
2022-03-11,3.9585483,1.8791963,0
2022-03-21,3.9556782,1.8355281,0
2022-03-28,3.9901695,1.8910235,0
2022-04-04,4.024822,1.829819,0
2022-04-11,4.017027,1.946688,0
2022-04-20,4.0155997,1.9047754,0
2022-04-27,4.037017,1.914905,0
2022-05-05,3.938453,1.8309139,0
2022-05-12,3.367617,1.086483,0
2022-05-19,3.3240147,1.0637512,0
2022-05-26,3.1585393,0.92231107,0
2022-06-02,3.314552,1.0266908,0
2022-06-09,3.3326101,1.0528401,0
2022-06-16,3.2455502,0.9410108,0
2022-06-23,2.9654405,0.81922257,0
2022-06-30,2.913144,0.80323195,0
2022-07-07,2.948721,0.81488836,0
2022-07-14,3.023461,0.84088326,0
2022-07-21,3.0674427,0.8438528,0
2022-07-28,2.9445636,0.80604404,0
2022-08-04,3.2415295,0.88886815,0
2022-08-12,3.2706382,0.9134598,0
2022-08-22,3.279129,0.89566153,0
2022-08-29,7.2904005,8.670783,3
2022-09-06,7.4380627,7.5255113,3
2022-09-13,7.455988,7.4863462,3
2022-09-20,7.4460654,7.5030575,3
2022-09-27,7.4404216,7.5300255,3
2022-10-04,7.426872,7.560127,3
2022-10-12,7.318314,8.523552,3
2022-10-19,7.305623,8.631723,3
2022-10-27,7.3033447,8.680897,3
2022-11-03,7.296846,8.67762,3
2022-11-11,7.3061514,8.694281,3
2022-11-18,7.3298655,8.807412,3
2022-11-25,7.3098407,8.745059,3
2022-12-02,7.287411,8.685157,3
2022-12-09,7.5231047,7.2945848,3
2022-12-16,7.3140335,8.970997,3
2022-12-23,7.3682704,8.999964,3
2022-12-30,7.5296173,7.2761774,3
2023-01-06,7.510401,7.3346305,3
2023-01-13,7.5002246,7.335849,3
2023-01-20,7.5792484,7.0736647,3
2023-01-30,6.58788,10.698277,3
2023-02-06,6.5368104,10.769988,3
2023-02-13,6.543483,10.779664,3
2023-02-20,6.517934,10.8313,3
2023-02-27,6.4733205,11.033236,3
2023-03-06,6.5207095,10.91896,3
2023-03-14,6.4774437,11.027433,3
2023-03-21,6.437901,11.270926,3
2023-03-28,6.4167767,11.262079,3
2023-04-06,6.3855324,11.33731,3
2023-04-17,6.376651,11.339305,3
2023-04-24,6.3790355,11.377104,3
2023-05-02,6.3805537,11.386987,3
2023-05-09,6.355704,11.40897,3
2023-05-16,6.3525047,11.410831,3
2023-05-23,6.366614,11.386165,3
2023-05-30,6.353784,11.406499,3
2023-06-06,6.3620734,11.398589,3
2023-06-13,6.350599,11.4067135,3
2023-06-20,6.350711,11.417051,3
2023-06-27,6.332264,11.438262,3
2023-07-05,17.143898,4.443992,2
2023-07-12,17.266754,4.2705035,2
2023-07-19,17.246761,4.1365185,2
2023-07-26,17.226425,4.0813212,2
2023-08-02,17.198507,4.083356,2
2023-08-09,17.15495,4.0415573,2
2023-08-17,17.30029,4.0443244,2
2023-08-24,17.327515,4.0856752,2
2023-08-31,17.309883,4.0464134,2
2023-09-07,17.356272,4.121861,2
2023-09-14,17.377556,4.120743,2
2023-09-22,17.415705,4.1278343,2
2023-09-29,17.446959,4.202429,2
2023-10-09,17.909676,4.5882287,2
2023-10-16,18.10563,4.6392007,2
2023-10-23,18.020508,4.599932,2
2023-10-31,18.164001,4.6812887,2
2023-11-07,18.185892,4.699366,2
2023-11-15,18.174456,4.6889253,2
2023-11-22,18.165018,4.6810656,2
2023-11-30,18.164206,4.678882,2
2023-12-07,18.16624,4.67972,2
2023-12-14,18.165283,4.6787777,2
2023-12-21,12.298592,5.3956556,2
2023-12-29,12.2499275,5.446758,2
2024-01-05,12.246548,5.4547887,2
2024-01-12,12.225981,5.4780617,2
2024-01-19,12.204288,5.480601,2
2024-01-30,10.55437,6.553774,1
2024-02-06,10.283528,6.386021,1
2024-02-13,10.229179,6.3646894,1
2024-02-20,10.613492,6.600762,1
2024-02-27,10.648126,6.623206,1
2024-03-05,10.677681,6.645594,1
2024-03-13,10.636385,6.6178703,1
2024-03-20,10.634175,6.616948,1
2024-03-28,10.187875,6.1998167,1
2024-04-05,10.132365,6.2684426,1
2024-04-15,10.055636,6.1645308,1
2024-04-23,12.494523,5.222476,2
2024-04-30,13.534574,5.279069,2
2024-05-08,13.426644,5.288595,2
2024-05-15,13.449023,5.289736,2
2024-05-23,13.448663,5.2908106,2
2024-05-30,13.467759,5.2759686,2
2024-06-06,7.9942966,9.58267,3
2024-06-13,7.9763827,9.575388,3
2024-06-21,7.992206,9.568809,3
2024-06-28,8.006601,9.558551,3
2024-07-05,8.002715,9.566792,3
2024-07-12,8.014065,9.59674,3
2024-07-22,7.9227486,9.515421,3
2024-07-29,7.898654,9.499075,3
2024-08-05,7.875957,9.481297,3
2024-08-12,7.8222494,9.429428,3
2024-08-20,7.8955636,9.507396,3
2024-08-27,7.82675,9.458679,3
2024-09-03,7.8580446,9.479747,3
2024-09-10,7.8668222,9.47414,3
2024-09-17,7.8615036,9.456498,3
2024-09-24,7.8605027,9.439803,3
2024-10-01,7.8628097,9.466174,3
2024-10-09,7.7438607,9.359324,3
2024-10-16,7.6753855,9.290549,3
2024-10-23,7.6400237,9.244982,3
2024-10-30,7.5744004,9.160864,3
2024-11-06,7.5935636,9.186376,3
2024-11-13,7.6124496,9.211415,3
2024-11-22,7.595134,9.189254,3
2024-11-29,9.135081,5.8132253,1
2024-12-06,9.294572,6.4924827,1
2024-12-13,9.255405,6.4880757,1
2024-12-20,7.893077,6.369092,1
2024-12-30,7.7761064,6.3098445,1
2025-01-06,7.727464,6.277289,1
2025-01-13,7.72623,6.279638,1
2025-01-20,7.6192665,5.266575,1
2025-01-27,7.5261846,6.027946,1
2025-02-01,9.238086,6.3721266,1
2025-02-07,9.242908,6.5026565,1
2025-02-14,9.265687,6.5375304,1
2025-02-21,9.220556,6.391701,1
2025-03-03,9.278872,6.5474052,1
2025-03-10,9.296469,6.5769353,1
2025-03-18,9.277786,6.586357,1
2025-03-25,9.250321,6.530146,1
2025-04-02,9.801794,6.188592,1
2025-04-09,9.051809,6.212309,1
2025-04-21,8.6182995,6.0726304,1
2025-04-28,6.2518854,6.254018,1
2025-05-06,9.598683,2.8903906,1
2025-05-13,6.1545925,6.2212067,1
2025-05-20,6.176678,6.244194,1
2025-05-27,6.15036,6.230349,1
2025-06-03,6.1485195,6.2259874,1
2025-06-10,6.1543145,6.2423778,1
2025-06-17,6.148352,6.235412,1
2025-06-24,6.1511245,6.235281,1
2025-07-01,6.1094174,6.259827,1
2025-07-08,6.121416,6.198547,1
2025-07-15,6.121773,6.196402,1
2025-07-22,6.144052,6.2312117,1
2025-07-29,6.1710005,6.182359,1
2025-08-05,8.2088785,3.851646,1
2025-08-12,8.304381,3.8100843,1
2025-08-20,8.3946085,3.7144883,1
2025-08-28,8.644921,3.53154,1
2025-09-04,8.371066,3.5862486,1
2025-09-11,8.08464,3.6428254,1
2025-09-18,7.7195287,4.2191586,1
2025-09-25,8.232268,3.8634748,1
2025-10-03,7.8038454,6.3188033,1
2025-10-10,13.376088,6.3702273,2
2025-10-17,13.483663,6.3179803,2
2025-10-27,13.4151535,6.3857574,2
2025-11-03,14.15355,5.1591077,2
2025-11-11,14.134263,5.174163,2
2025-11-18,14.1867,5.1313663,2
2025-11-25,14.219539,5.141134,2
2025-12-02,15.114809,4.805177,2
2025-12-09,15.216205,4.7274785,2
2025-12-16,15.3509,4.625164,2
2025-12-23,15.375768,4.6118345,2
2025-12-31,15.426943,4.555418,2
